jmeno|prezdivka|pohlavi|vyska|vaha|narozeni|umrti|klub|stat|sport|hry1|udalost1|tym1|poradi1|medaile1|detail1|hry2|udalost2|tym2|poradi2|medaile2|detail2|hry3|udalost3|tym3|poradi3|medaile3|detail3|hry4|udalost4|tym4|poradi4|medaile4|detail4|hry5|udalost5|tym5|poradi5|medaile5|detail5|hry6|udalost6|tym6|poradi6|medaile6|detail6|hry7|udalost7|tym7|poradi7|medaile7|detail7|hry8|udalost8|tym8|poradi8|medaile8|detail8|hry9|udalost9|tym9|poradi9|medaile9|detail9|hry10|udalost10|tym10|poradi10|medaile10|detail10|hry11|udalost11|tym11|poradi11|medaile11|detail11|hry12|udalost12|tym12|poradi12|medaile12|detail12|hry13|udalost13|tym13|poradi13|medaile13|detail13|hry14|udalost14|tym14|poradi14|medaile14|detail14|hry15|udalost15|tym15|poradi15|medaile15|detail15|hry16|udalost16|tym16|poradi16|medaile16|detail16|hry17|udalost17|tym17|poradi17|medaile17|detail17|hry18|udalost18|tym18|poradi18|medaile18|detail18|hry19|udalost19|tym19|poradi19|medaile19|detail19|hry20|udalost20|tym20|poradi20|medaile20|detail20|hry21|udalost21|tym21|poradi21|medaile21|detail21|hry22|udalost22|tym22|poradi22|medaile22|detail22|hry23|udalost23|tym23|poradi23|medaile23|detail23|hry24|udalost24|tym24|poradi24
Petr Stanislav||Male|"5'3"" (160 cm)"|139 lbs (63 kg)|1973-06-08|||Czech Republic|Weightlifting|1996 Summer|Men's Bantamweight|Czech Republic|10||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Antonín Stavjaňa||Male|"5'11"" (180 cm)"|187 lbs (85 kg)|1963-02-10||HC Zlín, Zlín (CZE) / HV71, Jönköping (SWE)|Czech Republic|Ice Hockey|1988 Winter|Men's Ice Hockey|Czechoslovakia|6|||1994 Winter|Men's Ice Hockey|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Róbert Štefko||Male|"5'10"" (178 cm)"|134 lbs (61 kg)|1968-05-28||AK Kroměříž, Kroměříž (CZE)|Czech Republic|Athletics|1996 Summer|Men's 10,000 metres|Slovakia|14 h1 r1/2|||2000 Summer|Men's Marathon|Slovakia|AC||DNF|2004 Summer|Men's Marathon|Czech Republic|63||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petr Stehlík||Male|"6'1"" (185 cm)"|265 lbs (120 kg)|1977-04-15||Dukla Praha, Praha (CZE)|Czech Republic|Athletics|2004 Summer|Men's Shot Put|Czech Republic|11|||2008 Summer|Men's Shot Put|Czech Republic|28 QR||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ondřej Štěpánek||Male|"5'8"" (173 cm)"|172 lbs (78 kg)|1979-11-28||ASO Dukla Brandýs nad Lebem, Praha|Czech Republic|Canoeing|2000 Summer|Men's Canadian Doubles, Slalom|Czech Republic|5|||2004 Summer|Men's Canadian Doubles, Slalom|Czech Republic|3|Bronze||2008 Summer|Men's Canadian Doubles, Slalom|Czech Republic|2|Silver||2012 Summer|Men's Canadian Doubles, Slalom|Czech Republic-1|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Radek Štěpánek|Štěpec|Male|"6'1"" (186 cm)"|174 lbs (79 kg)|1978-11-27|||Czech Republic|Tennis|2008 Summer|Men's Singles|Czech Republic|33T |||2008 Summer|Men's Doubles|Czech Republic-1|17T |||2012 Summer|Men's Singles|Czech Republic|33T |||2012 Summer|Mixed Doubles|Czech Republic|9T |||2012 Summer|Men's Doubles|Czech Republic|9T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jan Štěrba||Male|"6'0"" (184 cm)"|181 lbs (82 kg)|1981-06-01||Dukla Praha, Praha (CZE)|Czech Republic|Canoeing|2012 Summer|Men's Kayak Fours, 1,000 metres|Czech Republic|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Pavel Štercl||Male|"5'10"" (178 cm)"|161 lbs (73 kg)|1966-10-20||Slávia Kroměříž, VŠ Praha, Dukla Brandýs|Czech Republic|Canoeing|1992 Summer|Men's Canadian Doubles, Slalom|Czechoslovakia|6|||1996 Summer|Men's Canadian Doubles, Slalom|Czech Republic|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petr Štercl||Male|"5'9"" (176 cm)"|159 lbs (72 kg)|1966-10-20||Slávia Kroměříž, VŠ Praha, Dukla Brandýs|Czech Republic|Canoeing|1992 Summer|Men's Canadian Doubles, Slalom|Czechoslovakia|6|||1996 Summer|Men's Canadian Doubles, Slalom|Czech Republic|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jan Stoklása||Male|"6'3"" (190 cm)"|203 lbs (92 kg)|1983-02-07||Dukla Praha, Praha (CZE)|Czech Republic|Bobsleigh|2010 Winter|Men's Two|Czech Republic|13|||2010 Winter|Men's Four|Czech Republic-1|12||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Straka||Male|"5'10"" (178 cm)"|179 lbs (81 kg)|1972-09-03||Pittsburgh Penguins, Pittsburgh (USA) / New York Rangers, New York (USA)|Czech Republic|Ice Hockey|1998 Winter|Men's Ice Hockey|Czech Republic|1|Gold||2006 Winter|Men's Ice Hockey|Czech Republic|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Iva Straková||Female|"6'2"" (187 cm)"|143 lbs (65 kg)|1980-08-04||PSK Olymp Praha, Praha (CZE)|Czech Republic|Athletics|2004 Summer|Women's High Jump|Czech Republic|16T  QR|||2008 Summer|Women's High Jump|Czech Republic|12T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Renáta Štrbíková||Female|"5'6"" (168 cm)"|121 lbs (55 kg)|1979-08-06||Start Horní Suchá|Czech Republic|Table Tennis|2004 Summer|Women's Singles|Czech Republic|49T |||2004 Summer|Women's Doubles|Czech Republic|17T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Strnad||Male|"6'0"" (182 cm)"|183 lbs (83 kg)|1974-08-01||ŠKP Rapid Plzeň, Plzeň (CZE)|Czech Republic|Shooting|2008 Summer|Men's Rapid-Fire Pistol, 25 metres|Czech Republic|16|||2012 Summer|Men's Rapid-Fire Pistol, 25 metres|Czech Republic|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michala Strnadová-Mrůzková||Female|"5'4"" (162 cm)"|128 lbs (58 kg)|1979-10-19||ASO Dukla Brandýs nad Lebem, Praha/USK Praha|Czech Republic|Canoeing|2004 Summer|Women's Kayak Singles, 500 metres|Czech Republic|7 h1r2/3|||2008 Summer|Women's Kayak Doubles, 500 metres|Czech Republic|8||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Barbora Strýcová||Female|"5'5"" (164 cm)"|134 lbs (61 kg)|1986-03-28||Česka Sportovný|Czech Republic|Tennis|2004 Summer|Women's Singles|Czech Republic|33T |||2004 Summer|Women's Doubles|Czech Republic|17T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Milan Studnička||Male|"6'1"" (186 cm)"|220 lbs (100 kg)|1977-10-19|||Czech Republic|Bobsleigh|2002 Winter|Men's Four|Czech Republic|15||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Radka Štusáková||Female|"5'8"" (172 cm)"|139 lbs (63 kg)|1972-08-22|||Czech Republic|Judo|1996 Summer|Women's Middleweight|Czech Republic|18T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jakub Sucháček||Male|"6'0"" (182 cm)"|141 lbs (64 kg)|1978-11-17||Frenštát p. Radhoštěm|Czech Republic|Ski Jumping|1998 Winter|Men's Normal Hill, Individual|Czech Republic|28|||1998 Winter|Men's Large Hill, Individual|Czech Republic|15|||1998 Winter|Men's Large Hill, Team|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Dominik Suchý||Male|"6'1"" (185 cm)"|216 lbs (98 kg)|1987-11-13||AK Škoda Plzeň|Czech Republic|Bobsleigh|2010 Winter|Men's Four|Czech Republic-1|12||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Nikola Sudová||Female|"5'4"" (163 cm)"|115 lbs (52 kg)|1982-03-17||Dukla Liberec, Liberec (CZE)|Czech Republic|Freestyle Skiing|2002 Winter|Women's Moguls|Czech Republic|19|||2006 Winter|Women's Moguls|Czech Republic|6|||2010 Winter|Women's Moguls|Czech Republic|16||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Šárka Sudová||Female|"5'3"" (160 cm)"|101 lbs (46 kg)|1986-01-23||Dukla Liberec, Liberec (CZE)|Czech Republic|Freestyle Skiing|2006 Winter|Women's Moguls|Czech Republic|26|||2010 Winter|Women's Moguls|Czech Republic|25||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Edita Šujanová||Female|"6'3"" (190 cm)"|161 lbs (73 kg)|1985-05-23||BK Inpek UKF Nitra, SVK|Czech Republic|Basketball|2008 Summer|Women's Basketball|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Cyril Suk||Male|"5'11"" (180 cm)"|176 lbs (80 kg)|1967-01-29||Česka Sportovní|Czech Republic|Tennis|2004 Summer|Men's Doubles|Czech Republic-1|9T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Helena Suková||Female|"6'2"" (188 cm)"|150 lbs (68 kg)|1965-02-23||Sparta Praha, Praha (CZE)|Czech Republic|Tennis|1988 Summer|Women's Singles|Czechoslovakia|17T |||1988 Summer|Women's Doubles|Czechoslovakia|2|Silver||1992 Summer|Women's Singles|Czechoslovakia|17T |||1996 Summer|Women's Singles|Czech Republic|33T |||1996 Summer|Women's Doubles|Czech Republic|2|Silver|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Gabriela Suvová (-Lehká)||Female|"5'4"" (163 cm)"|126 lbs (57 kg)|1972-02-08||SKP Jablonex, Jablonec nad Nisou (CZE)|Czech Republic|Biathlon|1992 Winter|Women's 7.5 kilometres Sprint|Czechoslovakia|18|||1992 Winter|Women's 15 kilometres|Czechoslovakia|56|||1992 Winter|Women's 3 × 7.5 kilometres Relay|Czechoslovakia|8|||1994 Winter|Women's 7.5 kilometres Sprint|Czech Republic|63||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Přemysl Švarc||Male|"5'10"" (177 cm)"|146 lbs (66 kg)|1985-03-27|||Czech Republic|Triathlon|2012 Summer|Men's Olympic Distance|Czech Republic|45||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Marek Švec||Male|"6'1"" (186 cm)"|212 lbs (96 kg)|1973-02-17||PSK Olymp Praha, Praha (CZE)|Czech Republic|Wrestling|1996 Summer|Men's Light-Heavyweight, Greco-Roman|Czech Republic|8|||2000 Summer|Men's Heavyweight, Greco-Roman|Czech Republic|18|||2008 Summer|Men's Heavyweight, Greco-Roman|Czech Republic|5T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petr Švehla||Male|"5'6"" (167 cm)"|132 lbs (60 kg)|1972-04-01||PSK Olymp Praha, Praha (CZE)|Czech Republic|Wrestling|2000 Summer|Men's Bantamweight, Greco-Roman|Czech Republic|16|||2004 Summer|Men's Featherweight, Greco-Roman|Czech Republic|19||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
David Svoboda||Male|"6'0"" (184 cm)"|165 lbs (75 kg)|1985-03-19||ASC Dukla Praha/ADOS Praha|Czech Republic|Modern Pentathlon|2008 Summer|Men's Individual|Czech Republic|29|||2012 Summer|Men's Individual|Czech Republic|1|Gold|OR||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Květoslav Svoboda||Male|"6'3"" (190 cm)"|185 lbs (84 kg)|1982-08-25||TJ Znojmo|Czech Republic|Swimming|2000 Summer|Men's 100 metres Freestyle|Czech Republic|45|||2000 Summer|Men's 200 metres Freestyle|Czech Republic|18|||2004 Summer|Men's 200 metres Freestyle|Czech Republic|9|||2004 Summer|Men's 4 × 200 metres Freestyle Relay|Czech Republic|13|||2008 Summer|Men's 200 metres Freestyle|Czech Republic|46|||2008 Summer|Men's 400 metres Freestyle|Czech Republic|33|||2008 Summer|Men's 200 metres Backstroke|Czech Republic|36||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petr Svoboda||Male|"6'1"" (186 cm)"|196 lbs (89 kg)|1966-02-14||Philadelphia Flyers, Philadelphia (USA)|Czech Republic|Ice Hockey|1998 Winter|Men's Ice Hockey|Czech Republic|1|Gold|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petr Svoboda||Male|"6'5"" (195 cm)"|190 lbs (86 kg)|1984-10-10||PSK Olymp Praha, Praha (CZE)|Czech Republic|Athletics|2008 Summer|Men's 110 metres Hurdles|Czech Republic|7 h1 r3/4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Miloslava Svobodová||Female|"6'2"" (188 cm)"|170 lbs (77 kg)|1984-02-07||Valosun KP Brno|Czech Republic|Basketball|2008 Summer|Women's Basketball|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ján Svorada||Male|"6'0"" (183 cm)"|176 lbs (80 kg)|1968-08-28||Panaria (ITA) / Lampre - Daikin (ITA)|Czech Republic|Cycling|1996 Summer|Men's Road Race, Individual|Czech Republic|30|||2000 Summer|Men's Road Race, Individual|Czech Republic|AC||DNF|2004 Summer|Men's Road Race, Individual|Czech Republic|60||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jan Sychra||Male|"5'7"" (170 cm)"|181 lbs (82 kg)|1969-03-21||Dukla Praha/Dukla Hradec Králové|Czech Republic|Shooting|1996 Summer|Men's Skeet|Czech Republic|15T |||2004 Summer|Men's Skeet|Czech Republic|8T |||2008 Summer|Men's Skeet|Czech Republic|16|||2012 Summer|Men's Skeet|Czech Republic|6||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michal Sýkora||Male|"6'5"" (196 cm)"|247 lbs (112 kg)|1973-07-05||HC Pardubice, Pardubice (CZE)|Czech Republic|Ice Hockey|2002 Winter|Men's Ice Hockey|Czech Republic|5T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petr Sýkora||Male|"6'2"" (189 cm)"|218 lbs (99 kg)|1976-11-19||Colorado Avalanche, Denver (USA)|Czech Republic|Ice Hockey|2002 Winter|Men's Ice Hockey|Czech Republic|5T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Adéla Sýkorová||Female|"5'7"" (171 cm)"|126 lbs (57 kg)|1987-02-05|||Czech Republic|Shooting|2008 Summer|Women's Small-Bore Rifle, Three Positions, 50 metres|Czech Republic|19|||2012 Summer|Women's Air Rifle, 10 metres|Czech Republic|31|||2012 Summer|Women's Small-Bore Rifle, Three Positions, 50 metres|Czech Republic|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ondřej Synek||Male|"6'6"" (199 cm)"|220 lbs (100 kg)|1982-10-13||Dukla Praha, Praha (CZE)|Czech Republic|Rowing|2004 Summer|Men's Double Sculls|Czech Republic|5|||2008 Summer|Men's Single Sculls|Czech Republic|2|Silver||2012 Summer|Men's Single Sculls|Czech Republic|2|Silver|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
David Szurman||Male|"6'2"" (187 cm)"||1981-03-24||OKK Ostrava|Czech Republic|Figure Skating|2002 Winter|Mixed Ice Dancing|Czech Republic|20||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Sabina Telenská||Female|"5'10"" (177 cm)"|170 lbs (77 kg)|1974-04-14||Český Veslařský Klub Praha|Czech Republic|Rowing|1992 Summer|Women's Coxed Eights|Czechoslovakia|8|||1996 Summer|Women's Coxless Pairs|Czech Republic|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Tenk||Male|"5'9"" (175 cm)"|198 lbs (90 kg)|1972-02-08||ŠKP Rapid Plzeň, Plzeň (CZE)|Czech Republic|Shooting|1996 Summer|Men's Air Pistol, 10 metres|Czech Republic|23T |||1996 Summer|Men's Free Pistol, 50 metres|Czech Republic|7|||2000 Summer|Men's Air Pistol, 10 metres|Czech Republic|11T |||2000 Summer|Men's Free Pistol, 50 metres|Czech Republic|3|Bronze||2004 Summer|Men's Air Pistol, 10 metres|Czech Republic|20T |||2004 Summer|Men's Free Pistol, 50 metres|Czech Republic|9|||2008 Summer|Men's Free Pistol, 50 metres|Czech Republic|36||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jiří Teplý||Male|||1962-12-02|||Czech Republic|Cross Country Skiing|1992 Winter|Men's 30 kilometres|Czechoslovakia|18|||1992 Winter|Men's 50 kilometres|Czechoslovakia|21|||1994 Winter|Men's 30 kilometres|Czech Republic|17|||1994 Winter|Men's 4 × 10 kilometres Relay|Czech Republic|8||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Viktor Teplý||Male|"6'0"" (183 cm)"|179 lbs (81 kg)|1990-10-19|||Czech Republic|Sailing|2012 Summer|Men's One Person Dinghy|Czech Republic|28||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Štěpán Tesařík||Male|"6'3"" (190 cm)"|183 lbs (83 kg)|1978-07-06||Dukla Praha, Praha (CZE)|Czech Republic|Athletics|2004 Summer|Men's 400 metres Hurdles|Czech Republic|7 h2 r2/3||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tereza Tobiášová||Female|"5'9"" (176 cm)"|130 lbs (59 kg)|1974-04-10|||Czech Republic|Beach Volleyball|2000 Summer|Women's Beach Volleyball|Czech Republic-2|19T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Jakub Tomeček||Male|"6'0"" (183 cm)"|181 lbs (82 kg)|1991-05-23|||Czech Republic|Shooting|2012 Summer|Men's Skeet|Czech Republic|19||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Nikola Tomečková-Brejchová||Female|"5'11"" (180 cm)"|170 lbs (77 kg)|1974-06-25||PSK Olymp Praha, Praha (CZE)|Czech Republic|Athletics|1996 Summer|Women's Javelin Throw|Czech Republic|25 QR|||2000 Summer|Women's Javelin Throw|Czech Republic|8|||2004 Summer|Women's Javelin Throw|Czech Republic|4||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Svatoslav Ton||Male|"6'4"" (192 cm)"|163 lbs (74 kg)|1978-10-20||Dukla Praha, Praha (CZE)|Czech Republic|Athletics|2004 Summer|Men's High Jump|Czech Republic|8||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Radek Ťoupal||Male|"5'11"" (181 cm)"|170 lbs (77 kg)|1966-08-16||HPK, Hämeenlinna (FIN) / HC České Budějovice, České Budějovice (CZE)|Czech Republic|Ice Hockey|1992 Winter|Men's Ice Hockey|Czechoslovakia|3|Bronze||1994 Winter|Men's Ice Hockey|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Martin Trčka||Male|"6'2"" (188 cm)"|172 lbs (78 kg)|1977-05-22||Yacht Club Baník Most|Czech Republic|Sailing|2004 Summer|Mixed One Person Dinghy|Czech Republic|25|||2008 Summer|Men's One Person Dinghy|Czech Republic|31||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lukáš Trefil||Male|"6'2"" (187 cm)"|201 lbs (91 kg)|1988-09-21|||Czech Republic|Canoeing|2012 Summer|Men's Kayak Fours, 1,000 metres|Czech Republic|3|Bronze|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Filip Trejbal||Male|"6'4"" (194 cm)"|209 lbs (95 kg)|1985-01-05||TJ Spartak Rokytnice/Dukla Liberec|Czech Republic|Alpine Skiing|2006 Winter|Men's Slalom|Czech Republic|AC||DNF|2006 Winter|Men's Combined|Czech Republic|AC||DNF|2010 Winter|Men's Downhill|Czech Republic|57|||2010 Winter|Men's Giant Slalom|Czech Republic|39|||2010 Winter|Men's Slalom|Czech Republic|AC||DNF|2010 Winter|Men's Combined|Czech Republic|28||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Roman Turek||Male|"6'3"" (191 cm)"|205 lbs (93 kg)|1970-05-21||HC České Budějovice, České Budějovice (CZE)|Czech Republic|Ice Hockey|1994 Winter|Men's Ice Hockey|Czech Republic|5||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Roman Týce||Male|"5'10"" (177 cm)"|154 lbs (70 kg)|1977-05-07||TSV 1860 München, München (GER)|Czech Republic|Football|2000 Summer|Men's Football|Czech Republic|14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michaela Uhrová||Female|"5'5"" (165 cm)"|141 lbs (64 kg)|1982-04-10||Gambrinus JME Brno/UMB Banska Bystrica, SVK|Czech Republic|Basketball|2004 Summer|Women's Basketball|Czech Republic|5|||2008 Summer|Women's Basketball|Czech Republic|7||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tomáš Ujfaluši||Male|"5'11"" (181 cm)"|161 lbs (73 kg)|1978-03-24||SK Sigma Olomouc, Olomouc (CZE)|Czech Republic|Football|2000 Summer|Men's Football|Czech Republic|14||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Michal Vabroušek||Male|"5'11"" (180 cm)"|165 lbs (75 kg)|1975-05-21||Dukla Praha, Praha (CZE)|Czech Republic|Rowing|1996 Summer|Men's Lightweight Double Sculls|Czech Republic|13|||2004 Summer|Men's Lightweight Double Sculls|Czech Republic|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Daniel Vacek||Male|"6'3"" (191 cm)"|179 lbs (81 kg)|1971-04-01|||Czech Republic|Tennis|1996 Summer|Men's Singles|Czech Republic|17T |||1996 Summer|Men's Doubles|Czech Republic|5T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Iveta Vacenovská||Female|"5'6"" (167 cm)"|123 lbs (56 kg)|1986-03-22||ASKO Linz - Froschberg, Linz, AUT|Czech Republic|Table Tennis|2012 Summer|Women's Singles|Czech Republic|17T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Petra Vachníková||Female|"5'6"" (167 cm)"|123 lbs (56 kg)|1976-05-29||TJ Roznov pod Radhostem|Czech Republic|Trampolining|2000 Summer|Women's Individual|Czech Republic|11 r1/2||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Alena Vachovcová||Female|"5'7"" (170 cm)"|143 lbs (65 kg)|1974-01-24||SKST ČSAD Hodonín|Czech Republic|Table Tennis|2004 Summer|Women's Doubles|Czech Republic|17T ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Lukáš Vaculík||Male|"5'7"" (169 cm)"|141 lbs (64 kg)|1986-10-05||Dukla Liberec, Liberec (CZE)|Czech Republic|Freestyle Skiing|2010 Winter|Men's Moguls|Czech Republic|26||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Ondřej Vaculík||Male|"5'11"" (181 cm)"|141 lbs (64 kg)|1986-05-12||Dukla Liberec, Liberec (CZE)|Czech Republic|Ski Jumping|2006 Winter|Men's Large Hill, Individual|Czech Republic|45|||2006 Winter|Men's Large Hill, Team|Czech Republic|9||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
